
New Run at  07/20/2016 19:55:51
, Time, RandomReward; LearnWReward
data,1228086000000,864;14851;4764
data,1214863200000,864;4180;4764
data,1275343200000,864;2209;4764
data,1214863200000,864;1854;4765
data,1207000800000,864;383;4766
data,1241128800000,864;7744;4767
data,1277935200000,864;6962;4767
data,1296514800000,864;17951;4767
data,1146434400000,864;2723;4767
data,1191189600000,864;9751;4767
data,1270072800000,864;2544;4768
data,1220220000000,864;10309;4768
data,1264978800000,864;9126;4768
data,1291158000000,864;2978;4768
data,1175378400000,864;159;4769
data,1222812000000,864;7506;4769
data,1291158000000,864;1249;4770
data,1185919200000,864;2531;4771
data,1220220000000,864;744;4772
data,1272664800000,864;715;4772
data,1254348000000,864;64;4772
data,1217541600000,864;85;4773
data,1191189600000,864;359;4774
data,1204326000000,864;2842;4775
data,1275343200000,864;10407;4775
data,1246399200000,864;1450;4776
data,1175378400000,864;4286;4776
data,1262300400000,864;4837;4776
data,1272664800000,864;11259;4776
data,1122847200000,864;7711;4776
data,1241128800000,864;982;4777
data,1125525600000,864;1397;4777
data,1214863200000,864;15865;4777
data,1201820400000,864;359;4778
data,1143842400000,864;68;4779
data,1167606000000,864;6197;4779
data,1180648800000,864;333;4780
data,1212271200000,864;6006;4781
data,1193871600000,864;2552;4782
data,1217541600000,864;2931;4783
data,1270072800000,864;3030;4783
data,1175378400000,864;1299;4783
data,1146434400000,864;7343;4783
data,1188597600000,864;299;4784
data,1183240800000,864;3442;4785
data,1257030000000,864;8790;4786
data,1251756000000,864;17215;4787
data,1254348000000,864;6547;4787
data,1212271200000,864;6620;4788
data,1254348000000,864;6376;4788
data,1209592800000,864;6364;4788
data,1264978800000,864;9162;4788
data,1228086000000,864;14057;4788
data,1238536800000,865;9974;4788
data,1225494000000,865;220;4788
data,1293836400000,865;377;4789
data,1280613600000,865;7899;4789
data,1212271200000,866;6264;4790
data,1214863200000,866;9082;4790
data,1209592800000,866;185;4790
data,1243807200000,866;4316;4791
data,1280613600000,866;4130;4791
data,1304933741117,866;58;4792
data,1272664800000,866;493;4792
data,1283292000000,866;1380;4792
data,1222812000000,866;190;4793
data,1249077600000,866;4371;4793
data,1151704800000,866;14055;4793
data,1254348000000,866;3886;4794
data,1146434400000,866;3784;4794
data,1270072800000,866;13372;4794
data,1241128800000,866;2861;4794
data,1222812000000,866;462;4795
data,1193871600000,867;10825;4795
data,1264978800000,867;3881;4795
data,1249077600000,867;2681;4795
data,1296514800000,867;2771;4795
data,1207000800000,867;3601;4795
data,1196463600000,867;8311;4795
data,1249077600000,867;4373;4795
data,1238536800000,867;697;4795
data,1304603613466,867;67;4796
data,1175378400000,867;1891;4796
data,1230764400000,867;229;4797
data,1214863200000,867;8019;4797
data,1220220000000,867;5799;4797
data,1177970400000,867;7818;4797
data,1225494000000,867;70;4797
data,1235862000000,867;1005;4797
data,1201820400000,867;93;4797
data,1212271200000,867;2861;4798
data,1238536800000,867;6569;4798
data,1233442800000,868;455;4798
data,1212271200000,868;14061;4798
data,1264978800000,868;3954;4799
data,1228086000000,868;525;4799
data,1259622000000,868;4219;4799
data,1133391600000,868;2563;4799
data,1259622000000,868;8830;4799
data,1259622000000,868;3833;4799
data,1251756000000,868;15586;4799
data,1267398000000,868;4118;4800
data,1235862000000,868;300;4801
data,1164927600000,868;1001;4801
data,1293836400000,868;289;4802
data,1280613600000,868;3712;4803
data,1262300400000,868;1468;4803
data,1222812000000,868;13454;4803
data,1280613600000,868;12736;4803
data,1298934000000,868;288;4804
data,1291158000000,868;3954;4804
data,1304690128982,868;689;4805
data,1209592800000,868;17927;4806
data,1209592800000,869;1517;4807
data,1214863200000,869;4143;4808
data,1241128800000,869;6133;4809
data,1277935200000,869;11243;4809
data,1251756000000,869;528;4810
data,1141167600000,869;59;4811
data,1238536800000,869;3437;4811
data,1293836400000,869;2941;4811
data,1230764400000,869;8173;4811
data,1230764400000,869;8722;4811
data,1233442800000,869;3475;4811
data,1243807200000,869;4883;4812
data,1222812000000,869;2521;4812
data,1304941497468,869;18059;4812
data,1267398000000,870;12148;4812
data,1167606000000,870;4162;4812
data,1188597600000,870;3920;4813
data,1212271200000,870;704;4813
data,1280613600000,870;16139;4813
data,1225494000000,870;3637;4813
data,1212271200000,870;3386;4813
data,1254348000000,870;2864;4814
data,1267398000000,870;2478;4814
data,1291158000000,870;1098;4815
data,1185919200000,870;3489;4815
data,1241128800000,870;302;4816
data,1209592800000,870;6554;4816
data,1170284400000,870;3768;4817
data,1251756000000,871;3994;4817
data,1275343200000,871;514;4817
data,1275343200000,872;17970;4817
data,1228086000000,872;10955;4817
data,1130799600000,872;5045;4818
data,1259622000000,872;4862;4818
data,1293836400000,872;157;4819
data,1275343200000,872;7889;4819
data,1196463600000,872;1889;4820
data,1304700079098,872;11770;4821
data,1272664800000,872;349;4821
data,1193871600000,872;18188;4821
data,1270072800000,873;198;4822
data,1225494000000,874;1059;4822
data,1280613600000,874;292;4822
data,1207000800000,874;1400;4823
data,1235862000000,874;8364;4823
data,1222812000000,874;2786;4824
data,1304672096981,874;138;4824
data,1243807200000,874;2405;4824
data,1280613600000,874;816;4824
data,1196463600000,874;14317;4824
data,1204326000000,874;8870;4824
data,1285884000000,874;1672;4825
data,1235862000000,874;3859;4825
data,1157061600000,874;1216;4826
data,1199142000000,874;3434;4826
data,1264978800000,874;1377;4826
data,1175378400000,874;54;4827
data,1283292000000,874;279;4828
data,1288566000000,874;67;4829
data,1270072800000,874;2791;4830
data,1225494000000,874;2343;4831
data,1241128800000,874;428;4832
data,1280613600000,874;2834;4833
data,1196463600000,874;1891;4834
data,1204326000000,874;7894;4834
data,1243807200000,874;2765;4834
data,1272664800000,874;3480;4834
data,1222812000000,874;5172;4834
data,1225494000000,874;5434;4835
data,1225494000000,875;12392;4835
data,1264978800000,875;5550;4835
data,1262300400000,875;8696;4835
data,1241128800000,875;808;4836
data,1185919200000,875;77;4836
data,1254348000000,875;5111;4836
data,1291158000000,876;6771;4836
data,1233442800000,876;10146;4836
data,1285884000000,876;3626;4836
data,1293836400000,876;513;4836
data,1264978800000,876;2844;4836
data,1167606000000,876;159;4836
data,1293836400000,876;687;4836
data,1188597600000,876;998;4836
data,1233442800000,876;12121;4836
data,1241128800000,876;3859;4836
data,1270072800000,876;547;4837
data,1298934000000,876;13543;4837
data,1304689058233,876;251;4838
data,1291158000000,876;8046;4838
data,1293836400000,876;3171;4838
data,1296514800000,876;13684;4838
data,1304675219512,876;6581;4838
data,1264978800000,876;309;4838
data,1257030000000,876;17619;4838
data,1214863200000,876;5621;4838
data,1217541600000,876;2526;4838
data,1272664800000,876;8309;4838
data,1188597600000,876;314;4838
data,1167606000000,876;1079;4838
data,1283292000000,876;825;4839
data,1270072800000,876;4251;4840
data,1285884000000,876;4917;4840
data,1304688313644,876;1047;4841
data,1212271200000,876;2712;4841
data,1291158000000,877;4337;4841
data,1288566000000,877;5467;4842
data,1201820400000,877;5190;4842
data,1180648800000,877;16630;4842
data,1259622000000,877;7423;4842
data,1180648800000,877;3675;4843
data,1285884000000,877;3460;4843
data,1257030000000,877;3495;4843
data,1175378400000,877;10699;4843
data,1267398000000,877;418;4843
data,1238536800000,877;16340;4843
data,1272664800000,877;292;4844
data,1288566000000,877;1513;4845
data,1241128800000,877;193;4846
data,1264978800000,877;9036;4846
data,1230764400000,877;1106;4846
data,1296514800000,877;8907;4846
data,1257030000000,878;15477;4846
data,1267398000000,878;532;4846
data,1298934000000,878;2220;4847
data,1285884000000,878;1824;4847
data,1220220000000,878;17380;4847
data,1185919200000,878;1081;4848
data,1162335600000,878;4351;4848
data,1270072800000,878;1377;4849
data,1235862000000,878;18599;4849
data,1159653600000,878;1934;4849
data,1288566000000,878;15569;4849
data,1296514800000,878;377;4850
data,1283292000000,878;3361;4850
data,1235862000000,878;421;4850
data,1257030000000,878;6564;4850
data,1270072800000,878;333;4851
data,1133391600000,879;4242;4851
data,1217541600000,879;2605;4852
data,1304599709472,879;11155;4852
data,1280613600000,879;10658;4852
data,1193871600000,879;13244;4852
data,1283292000000,879;408;4852
data,1262300400000,879;4126;4852
data,1217541600000,879;15999;4852
data,1235862000000,879;3949;4853
data,1293836400000,879;7058;4853
data,1175378400000,879;1891;4854
data,1267398000000,879;11772;4854
data,1209592800000,879;3751;4854
data,1177970400000,879;5452;4854
data,1185919200000,879;6743;4854
data,1204326000000,879;3502;4855
data,1130799600000,879;501;4855
data,1228086000000,879;16902;4855
data,1277935200000,879;6631;4855
data,1275343200000,879;190;4855
data,1214863200000,880;13915;4856
data,1222812000000,880;70;4857
data,1243807200000,880;463;4857
data,1280613600000,880;4031;4857
data,1201820400000,880;11610;4857
data,1246399200000,881;11913;4857
data,1304604409613,882;2521;4858
data,1225494000000,882;1994;4859
data,1220220000000,882;171;4859
data,1162335600000,882;652;4859
data,1238536800000,882;292;4860
data,1151704800000,882;296;4860
data,1204326000000,882;14913;4860
data,1291158000000,882;3102;4860
data,1249077600000,882;6375;4861
data,1293836400000,882;6808;4862
data,1243807200000,883;7511;4862
data,1214863200000,883;1640;4863
data,1264978800000,883;4863;4863
data,1162335600000,883;5123;4863
data,1280613600000,883;73;4863
data,1138748400000,883;1406;4863
data,1193871600000,883;463;4863
data,1212271200000,883;2673;4864
data,1164927600000,883;1346;4864
data,1277935200000,883;6357;4864
data,1291158000000,883;2266;4864
data,1209592800000,883;14287;4865
data,1217541600000,883;1878;4865
data,1191189600000,883;1652;4865
data,1138748400000,884;2850;4865
data,1228086000000,884;1340;4865
data,1304700074646,884;706;4866
data,1177970400000,884;278;4867
data,1238536800000,884;14204;4867
data,1254348000000,884;3011;4867
data,1214863200000,884;1800;4867
data,1259622000000,884;324;4867
data,1272664800000,884;298;4868
data,1272664800000,884;18511;4868
data,1235862000000,884;3460;4868
data,1162335600000,884;792;4868
data,1167606000000,884;436;4869
data,1228086000000,884;6881;4869
data,1272664800000,884;748;4869
data,1298934000000,884;1008;4869
data,1214863200000,884;7148;4869
data,1214863200000,884;4300;4869
data,1291158000000,884;706;4870
data,1214863200000,884;2085;4870
data,1230764400000,884;10768;4870
data,1243807200000,884;930;4870
data,1254348000000,884;225;4870
data,1241128800000,884;1873;4871
data,1270072800000,884;5440;4872
data,1267398000000,884;14103;4872
data,1214863200000,884;2871;4872
data,1285884000000,884;931;4872
data,1175378400000,884;7070;4872
data,1264978800000,884;921;4872
data,1304934717045,884;3520;4872
data,1270072800000,884;1810;4872
data,1257030000000,884;15938;4872
data,1193871600000,884;3230;4872
data,1277935200000,884;5937;4872
data,1270072800000,884;5478;4872
data,1214863200000,885;2783;4872
data,1167606000000,885;50;4872
data,1180648800000,885;16090;4872
data,1159653600000,885;2554;4872
data,1212271200000,885;8367;4872
data,1233442800000,886;1048;4873
data,1283292000000,886;191;4873
data,1264978800000,886;1795;4874
data,1257030000000,886;2444;4874
data,1283292000000,886;2887;4875
data,1243807200000,886;10604;4875
data,1164927600000,886;2783;4876
data,1241128800000,886;16432;4876
data,1196463600000,886;8840;4876
data,1288566000000,886;18282;4876
data,1235862000000,886;7306;4876
data,1133391600000,886;3102;4876
data,1220220000000,886;86;4876
data,1191189600000,886;18739;4876
data,1277935200000,886;1206;4877
data,1238536800000,886;12911;4877
data,1238536800000,886;10067;4877
data,1212271200000,886;267;4878
data,1304600324800,886;15260;4878
data,1217541600000,887;4251;4879
data,1277935200000,887;314;4880
data,1204326000000,887;463;4881
data,1298934000000,888;2134;4881
data,1225494000000,888;2288;4881
data,1183240800000,888;6852;4881
data,1188597600000,888;17166;4881
data,1275343200000,888;18587;4882
data,1254348000000,888;10036;4882
data,1191189600000,888;18236;4882
data,1264978800000,888;444;4882
data,1207000800000,888;999;4883
data,1277935200000,888;3768;4883
data,1272664800000,888;472;4884
data,1196463600000,889;668;4884
data,1264978800000,889;166;4885
data,1283292000000,889;535;4885
data,1141167600000,889;6776;4886
data,1188597600000,889;216;4886
data,1230764400000,889;2934;4886
data,1270072800000,889;4807;4886
data,1293836400000,890;3878;4886
data,1272664800000,890;2853;4886
data,1262300400000,890;5337;4886
data,1143842400000,890;38;4886
data,1214863200000,890;3089;4886
data,1270072800000,890;17516;4887
data,1259622000000,890;182;4888
data,1204326000000,890;4232;4888
data,1207000800000,890;4153;4889
data,1283292000000,890;15502;4889
data,1204326000000,890;1422;4890
data,1291158000000,890;4799;4890
data,1280613600000,890;11600;4890
data,1254348000000,890;14747;4890
data,1209592800000,890;15999;4890
data,1122847200000,890;11881;4890
data,1272664800000,890;535;4890
data,1280613600000,890;89;4891
data,1154383200000,890;2898;4891
data,1280613600000,890;157;4892
data,1298934000000,890;536;4892
data,1249077600000,890;4377;4892
data,1233442800000,890;72;4893
data,1259622000000,890;6309;4893
data,1159653600000,890;2744;4893
data,1288566000000,890;6639;4893
data,1188597600000,890;646;4893
data,1191189600000,890;1414;4894
data,1262300400000,891;425;4894
data,1230764400000,891;13270;4894
data,1277935200000,891;9907;4894
data,1204326000000,891;235;4894
data,1214863200000,891;8925;4894
data,1241128800000,891;10847;4894
data,1217541600000,891;9255;4895
data,1270072800000,891;7891;4895
data,1146434400000,891;294;4895
data,1199142000000,891;2792;4896
data,1285884000000,892;4566;4896
data,1220220000000,892;9727;4896
data,1272664800000,892;15533;4896
data,1238536800000,892;1854;4896
data,1214863200000,892;193;4897
data,1270072800000,892;3762;4898
data,1243807200000,892;314;4899
data,1272664800000,892;2742;4899
data,1183240800000,892;12627;4899
data,1264978800000,892;733;4899
data,1277935200000,892;13185;4900
data,1277935200000,892;327;4901
data,1280613600000,892;12134;4901
data,1277935200000,892;6060;4901
data,1138748400000,892;24;4902
data,1280613600000,893;331;4903
data,1214863200000,893;67;4904
data,1209592800000,893;806;4904
data,1251756000000,893;1507;4904
data,1220220000000,893;5187;4904
data,1277935200000,893;2347;4905
data,1288566000000,893;2429;4906
data,1262300400000,893;6364;4906
data,1185919200000,893;1603;4906
data,1220220000000,893;15189;4906
data,1275343200000,893;89;4907
data,1209592800000,893;227;4908
data,1241128800000,893;1103;4909
data,1209592800000,893;416;4910
data,1217541600000,893;10127;4910
data,1188597600000,893;979;4910
data,1241128800000,894;1532;4910
data,1220220000000,894;13563;4910
data,1283292000000,894;2843;4910
data,1262300400000,894;3954;4910
data,1188597600000,894;2211;4910
data,1183240800000,894;427;4910
data,1291158000000,894;8932;4910
data,1204326000000,894;1191;4910
data,1251756000000,894;10030;4911
data,1175378400000,894;1079;4912
data,1199142000000,895;5901;4912
data,1243807200000,895;6796;4912
data,1143842400000,895;1110;4913
data,1225494000000,895;237;4913
data,1207000800000,895;2361;4913
data,1228086000000,895;10871;4913
data,1296514800000,895;11042;4913
data,1275343200000,895;5200;4913
data,1225494000000,895;10146;4913
data,1243807200000,895;485;4913
data,1217541600000,895;285;4914
data,1143842400000,895;175;4915
data,1285884000000,895;5000;4915
data,1264978800000,895;358;4915
data,1185919200000,895;6585;4915
data,1243807200000,895;1205;4915
data,1262300400000,895;8546;4915
data,1193871600000,895;5016;4915
data,1275343200000,895;77;4915
data,1257030000000,895;680;4916
data,1228086000000,895;9435;4916
data,1220220000000,895;789;4916
